1997 NAICS,NAICS Part Indicator,1997 NAICS Title,SIC,SIC Part Indicator,SIC Title and Part Description
333295,,Semiconductor Machinery Manufacturing,3559,*,"Special Industry Machinery, NEC (semiconductor machinery manufacturing)"
333298,a,All Other Industrial Machinery Manufacturing,3559,*,"Special Industry Machinery, NEC (except rubber and plastics manufacturing machinery, semiconductor manufacturing machinery, and automotive maintenance equipment)"
333298,b,All Other Industrial Machinery Manufacturing,3639,*,"Household Appliances, NEC (household sewing machines)"
333311,a,Automatic Vending Machine Manufacturing,3581,,Automatic Vending Machines
333311,b,Automatic Vending Machine Manufacturing,3578,*,"Calculating and Accounting Machines, Except Electronic Computers (change making machines)"
333312,,"Commercial Laundry, Drycleaning, and Pressing Machine Manufacturing",3582,,"Commercial Laundry, Drycleaning and Pressing Machines"
333313,a,Office Machinery Manufacturing,3578,*,"Calculating and Accounting Machinery, Except Electronic Computers (except point of sales terminals, change making machines and funds transfer devices)"
333313,b,Office Machinery Manufacturing,3579,*,"Office Machines, NEC (except timeclocks, time stamps, pencil sharpeners, stapling machines, etc.)"
333314,,Optical Instrument and Lens Manufacturing,3827,,Optical Instruments and Lenses
333315,,Photographic and Photocopying Equipment Manufacturing,3861,*,"Photographic Equipment and Supplies (except photographic film, paper, plates, and chemicals)"
333319,a,Other Commercial and Service Industry Machinery Manufacturing,3559,*,"Special Industry Machinery, NEC (automotive maintenance equipment)"
333319,b,Other Commercial and Service Industry Machinery Manufacturing,3589,,"Service Industry Machinery, NEC"
333319,c,Other Commercial and Service Industry Machinery Manufacturing,3599,*,"Industrial and Commercial Machinery and Equipment, NEC (carnival amusement park equipment)"
333319,d,Other Commercial and Service Industry Machinery Manufacturing,3699,*,"Electrical Machinery, Equipment and Supplies, NEC (electronic teaching machines and flight simulators)"
333319,e,Other Commercial and Service Industry Machinery Manufacturing,3999,*,"Manufacturing Industries, NEC (beauty and barber shop equipment, except chairs)"
333411,,Air Purification Equipment Manufacturing,3564,*,Industrial and Commercial Fans and Blowers and Air Purification Equipment (air purification equipment)
333412,,Industrial and Commercial Fan and Blower Manufacturing,3564,*,Industrial and Commercial Fans and Blowers and Air Purification Equipment (fans and blowers)
333414,a,Heating Equipment (except Warm Air Furnaces) Manufacturing,3433,,"Heating Equipment, Except Electric and Warm Air Furnaces"
333414,b,Heating Equipment (except Warm Air Furnaces) Manufacturing,3569,*,"General Industrial Machinery and Equipment, NEC (electric swimming pool heaters)"
333414,c,Heating Equipment (except Warm Air Furnaces) Manufacturing,3634,*,Electric Housewares and Fans (wall and baseboard heating units for permanent installation)
333414,d,Heating Equipment (except Warm Air Furnaces) Manufacturing,2499,*,"Wood Products, NEC (wood cooling towers)"
333414,e,Heating Equipment (except Warm Air Furnaces) Manufacturing,3443,*,Fabricated Plate Work (Boiler Shops) (metal cooling towers)
333414,f,Heating Equipment (except Warm Air Furnaces) Manufacturing,3444,*,Sheet Metal Work (sheet metal cooling towers)
333415,,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,3585,*,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment (except motor vehicle air-conditioning)
333511,,Industrial Mold Manufacturing,3544,*,"Special Dies and Tools, Die Sets, Jigs and Fixtures, and Industrial Molds (industrial molds)"
333512,,Machine Tool (Metal Cutting Types) Manufacturing,3541,,"Machine Tools, Metal Cutting Type"
333513,,Machine Tool (Metal Forming Types) Manufacturing,3542,,"Machine Tools, Metal Forming Type"
333514,,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",3544,*,"Special Dies and Tools, Die Sets, Jigs and Fixtures, and Industrial Molds (except molds)"
333515,,Cutting Tool and Machine Tool Accessory Manufacturing,3545,*,"Cutting Tools, Machine Tool Accessories, and Machinists' Precision Measuring Devices (except precision measuring devices)"
333516,,Rolling Mill Machinery and Equipment Manufacturing,3547,,Rolling Mill Machinery and Equipment
333518,,Other Metalworking Machinery Manufacturing,3549,,"Metalworking Machinery, NEC"
333611,,Turbine and Turbine Generator Set Units Manufacturing,3511,,"Steam, Gas, and Hydraulic Turbines, and Turbine Generator Set Units"
333612,,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",3566,,"Speed Changers, Industrial High-Speed Drives, and Gears"
333613,,Mechanical Power Transmission Equipment Manufacturing,3568,,"Mechanical Power Transmission Equipment, NEC"
333618,a,Other Engine Equipment Manufacturing,3519,*,"Internal Combustion Engines, NEC (except stationary engine radiators)"
333618,b,Other Engine Equipment Manufacturing,3699,*,"Electrical Machinery, Equipment and Supplies, NEC (outboard electric motors)"
333911,a,Pump and Pumping Equipment Manufacturing,3561,,Pumps and Pumping Equipment
333911,b,Pump and Pumping Equipment Manufacturing,3743,*,Railroad Equipment (locomotive fuel lubricating or cooling medium pumps)
333912,,Air and Gas Compressor Manufacturing,3563,,Air and Gas Compressors
333913,,Measuring and Dispensing Pump Manufacturing,3586,,Measuring and Dispensing Pumps
333921,,Elevator and Moving Stairway Manufacturing,3534,,Elevators and Moving Stairways
333922,a,Conveyor and Conveying Equipment Manufacturing,3523,*,Farm Machinery and Equipment (farm conveyors and elevators)
333922,b,Conveyor and Conveying Equipment Manufacturing,3535,,Conveyors and Conveying Equipment
333923,a,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",3536,,"Overhead Traveling Cranes, Hoists, and Monorail Systems"
333923,b,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",3531,*,"Construction Machinery and Equipment (winches, aerial work platforms, and automobile wrecker hoists)"
333924,a,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",3496,*,Miscellaneous Fabricated Wire Products (grocery carts)
333924,b,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",3537,*,"Industrial Trucks, Tractors, Trailers, and Stackers (except metal pallets and metal air cargo containers)"
333924,c,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",3799,*,"Transportation Equipment, NEC (wheelbarrows)"
333991,,Power-Driven Handtool Manufacturing,3546,,Power-Driven Handtools
333992,a,Welding and Soldering Equipment Manufacturing,3548,*,Electric and Gas Welding and Soldering Equipment (except transformers for arc-welding)
333992,b,Welding and Soldering Equipment Manufacturing,3699,*,"Electrical Machinery Equipment and Supplies, NEC (laser welding and soldering equipment)"
333993,,Packaging Machinery Manufacturing,3565,,Packaging Machinery
333994,,Industrial Process Furnace and Oven Manufacturing,3567,,Industrial Process Furnaces and Ovens
333995,,Fluid Power Cylinder and Actuator Manufacturing,3593,,Fluid Power Cylinders and Actuators
333996,,Fluid Power Pump and Motor Manufacturing,3594,,Fluid Power Pumps and Motors
333997,,Scale and Balance (except Laboratory) Manufacturing,3596,,"Scales and Balances, Except Laboratory"
333999,a,All Other Miscellaneous General Purpose Machinery Manufacturing,3599,*,"Industrial and Commercial Machinery and Equipment, NEC (other industrial and commercial machinery and equipment)"
333999,b,All Other Miscellaneous General Purpose Machinery Manufacturing,3569,*,"General Industrial Machinery and Equipment, NEC (except fire hoses and electric swimming pool heaters)"
334111,,Electronic Computer Manufacturing,3571,,Electronic Computers
334112,,Computer Storage Device Manufacturing,3572,,Computer Storage Devices
334113,,Computer Terminal Manufacturing,3575,,Computer Terminals
334119,a,Other Computer Peripheral Equipment Manufacturing,3577,*,"Computer Peripheral Equipment, NEC (except plotter controllers and magnetic tape cleaners)"
334119,b,Other Computer Peripheral Equipment Manufacturing,3578,*,"Calculating and Accounting Machines, Except Electronic Computers (point of sale terminals and fund transfer devices)"
33421,,Telephone Apparatus Manufacturing,3661,*,Telephone and Telegraph Apparatus (except consumer external modems)
33422,a,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,3663,,Radio and Television Broadcasting and Communications Equipment
33422,b,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,3679,*,"Electronic Components, NEC (antennas)"
33429,,Other Communications Equipment Manufacturing,3669,,"Communications Equipment, NEC"
33431,a,Audio and Video Equipment Manufacturing,3651,,Household Audio and Video Equipment
33431,b,Audio and Video Equipment Manufacturing,3679,*,"Electronic Components, NEC (radio headphones)"
334411,,Electron Tube Manufacturing,3671,,Electron Tubes
334412,,Bare Printed Circuit Board Manufacturing,3672,,Printed Circuit Boards
334413,,Semiconductor and Related Device Manufacturing,3674,,Semiconductors and Related Devices
334414,,Electronic Capacitor Manufacturing,3675,,Electronic Capacitors
334415,,Electronic Resistor Manufacturing,3676,,Electronic Resistors
334416,,"Electronic Coil, Transformer, and Other Inductor Manufacturing",3677,,"Electronic Coils, Transformers, and Other Inductors"
334417,,Electronic Connector Manufacturing,3678,,Electronic Connectors
334418,a,Printed Circuit Assembly (Electronic Assembly) Manufacturing,3577,*,"Computer Peripheral Equipment, NEC (plotter controllers)"
334418,b,Printed Circuit Assembly (Electronic Assembly) Manufacturing,3679,*,"Electronic Components, NEC (printed circuit/electronic assembly manufacturing)"
334418,c,Printed Circuit Assembly (Electronic Assembly) Manufacturing,3661,*,Telephone and Telegraph Apparatus (consumer external modems)
334419,,Other Electronic Component Manufacturing,3679,*,"Electronic Components, NEC (other electronic components)"
334510,a,Electromedical and Electrotherapeutic Apparatus Manufacturing,3842,*,"Orthopedic, Prosthetic and Surgical Appliances and Supplies (electronic hearing aids)"
334510,b,Electromedical and Electrotherapeutic Apparatus Manufacturing,3845,*,Electromedical and Electrotherapeutic Apparatus (other electromedical and electrotherapeutic apparatus)
334511,,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",3812,,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Systems and Instruments"
334512,,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",3822,,Automatic Controls for Regulating Residential and Commercial Environments and Appliances
334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",3823,,"Industrial Instruments for Measurement, Display, and Control of Process Variables; and Related Products"
334514,a,Totalizing Fluid Meter and Counting Device Manufacturing,3824,,Totalizing Fluid Meters and Counting Devices
334514,b,Totalizing Fluid Meter and Counting Device Manufacturing,3825,*,Instruments for Measuring and Testing of Electricity and Electrical Signals (automotive ammeters and voltmeters)
334514,c,Totalizing Fluid Meter and Counting Device Manufacturing,3829,*,"Measuring and Controlling Devices, NEC (motor vehicle gauges)"
334515,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,3825,*,Instruments for Measuring and Testing of Electricity and Electrical Signals (except automotive ammeters and voltmeters)
334516,,Analytical Laboratory Instrument Manufacturing,3826,,Laboratory Analytical Instruments
334517,a,Irradiation Apparatus Manufacturing,3844,,X-Ray Apparatus and Tubes and Related Irradiation Apparatus
334517,b,Irradiation Apparatus Manufacturing,3845,*,Electromedical and Electrotherapeutic Apparatus (CT and CAT Scanners)
334518,a,"Watch, Clock, and Part Manufacturing",3495,*,Wire Springs (clock and watch springs)
334518,b,"Watch, Clock, and Part Manufacturing",3579,*,"Office Machines, NEC (time clocks and other time recording devices)"
334518,c,"Watch, Clock, and Part Manufacturing",3829,*,"Measuring and Controlling Devices, NEC (electronic chronometers)"
334518,d,"Watch, Clock, and Part Manufacturing",3915,*,Jewelers Findings and Materials and Lapidary Work (watch jewels)
334518,e,"Watch, Clock, and Part Manufacturing",3873,,"Watches, Clocks, Clockwork Operated Devices, and Parts"
334519,,Other Measuring and Controlling Device Manufacturing,3829,*,"Measuring and Controlling Devices, NEC (except medical thermometers, electronic chronometers and motor vehicle gauges)"
334611,,Software Reproducing,7372,*,Prepackaged Software (reproduction of software)
334612,a,"Prerecorded Compact Disc (except Software), Tape, and Record Reproducing",3652,*,Phonograph Records and Prerecorded Audio Tapes and Disks (reproduction of all other media except video)
334612,b,"Prerecorded Compact Disc (except Software), Tape, and Record Reproducing",7819,*,Services Allied to Motion Picture Production (reproduction of video)
334613,a,Magnetic and Optical Recording Media Manufacturing,3695,,Magnetic and Optical Recording Media
334613,b,Magnetic and Optical Recording Media Manufacturing,3577,*,"Computer Peripheral Equipment, NEC (magnetic tape cleaners)"
33511,,Electric Lamp Bulb and Part Manufacturing,3641,,Electric Lamp Bulbs and Tubes
335121,a,Residential Electric Lighting Fixture Manufacturing,3645,,Residential Electric Lighting Fixtures
335121,b,Residential Electric Lighting Fixture Manufacturing,3999,*,"Manufacturing Industries, NEC (lamp shades of paper or textile)"
335122,,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",3646,,"Commercial, Industrial, and Institutional Electric Lighting Fixtures"
335129,a,Other Lighting Equipment Manufacturing,3648,,"Lighting Equipment, NEC"
335129,b,Other Lighting Equipment Manufacturing,3699,*,"Electrical Machinery, Equipment, and Supplies, NEC (Christmas tree lighting sets, electric insect lamps, electric fireplace logs, and trouble lights)"
335211,a,Electric Housewares and Household Fan Manufacturing,3634,*,Electric Housewares and Fans (except wall and baseboard heating units for permanent installation and electronic cigarette lighters)
335211,b,Electric Housewares and Household Fan Manufacturing,3999,*,"Manufacturing Industries, NEC (electric hair clippers for humans)"
335212,a,Household Vacuum Cleaner Manufacturing,3635,,Household Vacuum Cleaners
335212,b,Household Vacuum Cleaner Manufacturing,3639,*,"Household Appliances, NEC (floor waxing and floor polishing machines)"
335221,,Household Cooking Appliance Manufacturing,3631,,Household Cooking Equipment
335222,,Household Refrigerator and Home Freezer Manufacturing,3632,,Household Refrigerators and Home and Farm Freezers
335224,,Household Laundry Equipment Manufacturing,3633,,Household Laundry Equipment
335228,,Other Major Household Appliance Manufacturing,3639,*,"Household Appliances, NEC (except floor waxing and floor polishing machines, and household sewing machines)"
335311,a,"Power, Distribution, and Specialty Transformer Manufacturing",3548,*,Electric and Gas Welding and Soldering Equipment (transformers for arc-welders)
